"Reference","ID","CommonControl","Mainland","Island","Class","Order","Family","Binomial","Species_main","Species_island","guild","Sex","Measure","Mean_m","Mean_i","sd_m","sd_i","N_m","N_i","RR","var","Long_i","Lat_i","logmass","Island_km2","Dist_near_mainland","NDVI","SDNDVI","tmean","tseas","prec","Phylogeny","Data_source_type","SPID"
"Pigot et al. 2020","ES688","CC381","Australia","Tasmania","Birds","Passeriformes","Meliphagidae","Anthochaera carunculata","Anthochaera carunculata","Anthochaera paradoxa","FruiNect","Male","Wing Length",124.331060447574,168.615067670658,6.50353251715777,5.72663303035451,4,3,0.304670560688063,0.0010685263227608,146.5,-42.1,2.09457963786035,4.80317698254222,2.38021305126818,0.698959326171875,-1.94242661746699,8.77623271942139,2.51585998376426,3.16215030256729,"Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","SP33"
"Pigot et al. 2020","ES690","CC382","Thailand","Palawan","Birds","Bucerotiformes","Bucerotidae","Anthracoceros albirostris","Anthracoceros albirostris","Anthracoceros marchei","FruiNect","Male","Wing Length",530.04987423136,535.678660760637,20.3335949944739,31.9535474441631,2,3,0.010563363342305,0.00192187286139167,118.574,9.668,2.72431673579777,4.08596807704607,2.161370997359,0.712584814453125,-1.6510182741633,26.8827838897705,1.78894304871206,3.21063642489379,"Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","SP328"
"Pigot et al. 2020","ES692","CC383","Argentina","South Georgia","Birds","Passeriformes","Motacillidae","Anthus correndera","Anthus correndera","Anthus antarcticus","Invertebrate","Male","Wing Length",20.0980375586585,24.8837507315182,0.757830002878483,0.351925895342103,2,3,0.213592832982488,0.000777569280673423,-36.7,-54.4,1.30315365348746,3.57025097719399,3.17318655988498,0.0139932327270508,-1.82199947521385,-0.546294569969177,2.39748480006791,3.20161242969487,"Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","SP329"
"Pigot et al. 2020","ES693","CC384","Argentina","Alejandro Selkirk","Birds","Passeriformes","Furnariidae","Aphrastura spinicauda","Aphrastura spinicauda","Aphrastura masafuerae","Invertebrate","Male","Wing Length",11.4480938155395,14.0372402022229,0.376731597901443,0.778742894911014,4,3,0.203890575333741,0.00129662717990981,-80.799,-33.776,1.05873317974929,1.74429298312268,2.78533054696835,0.4539703125,-1.98968301719828,12.7011804580688,2.3807103400137,3.01890844431633,"Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","SP330"
"Pigot et al. 2020","ES697","CC48","Papua New Guinea","Pohnpei","Birds","Passeriformes","Sturnidae","Aplonis metallica","Aplonis metallica","Aplonis pelzelni","FruiNect","Female","Wing Length",48.1443230604903,39.3101133337674,1.76219550477409,1.134377556203,2,2,-0.202721407654286,0.001086233467354,158.215,6.89,1.68254508463075,2.52374646681156,3.26717196315672,0.798228857421875,-1.96596097033477,26.5651607513428,1.19432255084214,3.66047651571171,"Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","SP41"
"Pigot et al. 2020","ES699","CC385","Malaysia","Numfor","Birds","Passeriformes","Sturnidae","Aplonis panayensis","Aplonis panayensis","Aplonis magna","FruiNect","Female","Wing Length",36.3612680254426,58.0762899763339,0.541208768294483,0.358602069984874,2,2,0.468253347770044,0.000129833151669564,134.88,-1.03,1.56063901995285,2.52517442783527,1.82608128465965,0.787908251953125,-1.65940301133739,27.0854949951172,1.40574420201036,3.44098302710417,"Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","SP331"
"Pigot et al. 2020","ES701","CC386","Australia","Timor","Birds","Psittaciformes","Psittacidae","Aprosmictus erythropterus","Aprosmictus erythropterus","Aprosmictus jonquillaceus","Omnivore","Both","Wing Length",211.657144825936,171.935466598764,3.86336379066629,6.43718191298612,4,4,-0.207848511921136,0.000433721872192632,124.451,-9.649,2.32563293336332,4.45359503815515,2.65321347887312,0.621991357421875,-1.58061922407047,24.7098178863525,1.98372882194709,3.13471960245872,"Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","SP332"
"Pigot et al. 2020","ES703","CC49","Australia","Halmahera","Birds","Accipitriformes","Accipitridae","Aquila audax","Aquila audax","Aquila gurneyi","VertFishScav","Female","Wing Length",4000.6769405368,2887.01661580688,146.241223155939,26.2938955809458,2,2,-0.326239925882607,0.000709576341924741,127.92,0.681,3.60213348299438,4.25622690350976,2.45484638384612,0.725515380859375,-1.61758421219852,26.1696624755859,1.38939657524623,3.33116300884384,"Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","SP42"
"Pigot et al. 2020","ES705","CC387","Borneo","Samar ","Birds","Passeriformes","Nectariniidae","Arachnothera longirostra","Arachnothera longirostra","Arachnothera clarae","Omnivore","Male","Wing Length",15.5181615262885,21.1214423558428,0.775082300557689,1.22697633763877,23,3,0.308277700489319,0.00123333866287202,125.148,11.67,1.19084026806375,4.12804367382646,1.23807120613056,0.758182958984375,-1.62838710768197,26.1694831848145,2.06873771664973,3.53675461341795,"Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","SP333"
"Pigot et al. 2020","ES707","CC388","Malaysia","Java","Birds","Passeriformes","Nectariniidae","Arachnothera magna","Arachnothera magna","Arachnothera affinis","Omnivore","Male","Wing Length",32.4923972408924,26.9050236866878,0.99695387260541,2.57298250259517,6,4,-0.188693107596723,0.00244327661588973,107.5667,-6.95,1.51178175412998,5.14236944055135,2.53148019437709,0.578037841796875,-1.53148428213906,25.1530380249023,1.57611938331645,3.32056563345461,"Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","SP334"
"Pigot et al. 2020","ES709","CC389","USA","Hispaniola","Birds","Accipitriformes","Accipitridae","Buteo lineatus","Buteo lineatus","Buteo ridgwayi","VertFishScav","Male","Wing Length",844.971251489876,290.884676195739,28.7087229410104,12.417593898987,2,3,-1.06637571798259,0.0011846354689437,-71.514,18.942,2.92684193317253,4.86881483175657,2.79239238997266,0.61261640625,-1.7490055208426,23.2234516143799,2.08063928902145,3.04343625208464,"Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","SP335"
"Pigot et al. 2020","ES713","CC391","Panama","Cuba","Birds","Accipitriformes","Accipitridae","Buteogallus anthracinus","Buteogallus anthracinus","Buteogallus gundlachii","VertFishScav","Male","Wing Length",883.676404992656,978.076407084139,33.1782692706387,34.6067261316739,2,3,0.101496854914502,0.00112214624563221,-77.781,21.521,2.94629325906919,5.02450824385764,2.290036838508,0.62180009765625,-1.63190089159322,25.5158214569092,2.29131709321764,3.10858025893047,"Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","SP336"
"Pigot et al. 2020","ES715","CC392","Australia","Guadalcanal ","Birds","Psittaciformes","Cacatuidae","Cacatua sanguinea","Cacatua sanguinea","Cacatua ducorpsii","PlantSeed","Male","Wing Length",408.94545593927,469.744232198785,51.7190947934409,16.3866754549193,3,2,0.138606572181689,0.00593996023216909,160.1833,-9.6167,2.61166538682333,3.72858913020319,2.98227168542942,0.8468953125,-1.60948775973961,24.9253005981445,1.46481123665284,3.45994404002679,"Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","SP337"
"Pigot et al. 2020","ES717","CC393","Papua New Guinea","New Britain","Birds","Cuculiformes","Cuculidae","Centropus bernsteini","Centropus bernsteini","Centropus violaceus","Invertebrate","Female","Wing Length",198.75153730321,492.421033093379,9.26586043962238,22.0461573140243,3,2,0.907278620496352,0.00172670374167223,151.274,-5.374,2.29831049652206,4.56253076886226,1.9444876072867,0.82810947265625,-1.562217513585,23.9577484130859,1.72932108499627,3.58345682097451,"Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","SP338"
"Pigot et al. 2020","ES719","CC394","Papua New Guinea","Bacan","Birds","Cuculiformes","Cuculidae","Centropus menbeki","Centropus menbeki","Centropus goliath","VertFishScav","Both","Wing Length",275.494108490624,493.571776649429,7.39239428877379,21.3847904264005,4,4,0.583102048794077,0.000649304156883292,127.539,-0.608,2.44011231579263,3.27870788333798,2.53782035389604,0.794372705078125,-1.51531315373983,26.0561389923096,1.61289928522119,3.24417391913573,"Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","SP339"
"Pigot et al. 2020","ES721","CC395","Thailand","Sulawesi","Birds","Cuculiformes","Cuculidae","Centropus sinensis","Centropus sinensis","Centropus celebensis","Omnivore","Both","Wing Length",223.620496527841,182.508441961715,5.18669551518554,3.89978391896763,4,4,-0.203153973848496,0.000248637122899056,120.276,-2.171,2.34951160744775,5.24204423936955,2.07918486515323,0.7385658203125,-1.75832872991846,22.7902545928955,1.6360921277862,3.42513180877246,"Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","SP340"
"Pigot et al. 2020","ES723","CC396","South Africa","St Helena","Birds","Charadriiformes","Charadriidae","Charadrius pecuarius","Charadrius pecuarius","Charadrius sanctaehelenae","Invertebrate","Female","Wing Length",43.459019002248,52.820062945999,0.602461302639007,1.0621503814175,2,4,0.195072696431136,0.000197179247929664,-5.709,-15.965,1.63807991879263,2.09864372581706,3.26951317770951,0.255702001953125,-1.79239964306591,17.99,2.27945460134887,2.71253185380321,"Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","SP341"
"Pigot et al. 2020","ES725","CC397","Australia","New Guinea","Birds","Passeriformes","Ptilonorhynchidae","Chlamydera guttata","Chlamydera guttata","Chlamydera lauterbachi","FruiNect","Female","Wing Length",92.7551301243684,70.2130862385813,1.90080802892546,2.01031152177833,2,2,-0.278428303957972,0.000619860132040046,141.814,-5.752,1.96733793902121,5.89528604782638,2.18469426933435,0.770036767578125,-1.43826127218963,22.6774826049805,1.75967712212158,3.70400175750796,"Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","SP342"
"Pigot et al. 2020","ES727","CC398","Malaysia","Java","Birds","Piciformes","Picidae","Chrysophlegma flavinucha","Chrysophlegma flavinucha","Picus mentalis","Invertebrate","Both","Wing Length",100.08692581868,100.971606778992,1.93755994668023,1.45820175112393,4,4,0.00880028973047813,0.00014583119209,107.5667,-6.95,2.00037735005031,5.14236944055135,2.53148019437709,0.578037841796875,-1.53148428213906,25.1530380249023,1.57611938331645,3.32056563345461,"Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","SP343"
"Pigot et al. 2020","ES729","CC399","Argentina","Carcass Island","Birds","Passeriformes","Furnariidae","Cinclodes fuscus","Cinclodes fuscus","Cinclodes antarcticus","Invertebrate","Female","Wing Length",38.5599243363091,49.0012168629493,0.420689765766827,1.94310432849994,2,2,0.23963162423224,0.000845742341643071,-60.3345,-51.165,1.58613617304315,1.27737997466725,0.763502865467597,0.421737890625,-1.30188707742882,7.14416646957397,2.41344680826533,2.64542226934909,"Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","SP68"
"Pigot et al. 2020","ES731","CC400","Kenya","Pemba","Birds","Passeriformes","Nectariniidae","Cinnyris chalcomelas","Cinnyris chalcomelas","Cinnyris pembae","Omnivore","Both","Wing Length",10.6623618060082,7.5460562763025,0.690979110077836,0.306533862893876,4,4,-0.345694872703936,0.00146246769437481,39.78,-5.148,1.0278534153571,2.94939000664491,1.63347855533382,0.630306494140625,-2.05307593623789,25.7925567626953,2.12135769703957,3.19094766543843,"Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","SP344"
"Pigot et al. 2020","ES733","CC401","South Africa","Madagascar","Birds","Passeriformes","Nectariniidae","Cinnyris chalybeus","Cinnyris chalybeus","Cinnyris sovimanga","Omnivore","Both","Wing Length",7.92454399764255,7.73390798650102,0.315688231286729,0.377263804252802,4,4,-0.0243504825355468,0.000991626045406312,46.69,-19.024,0.89897428098375,5.76855226966619,2.62325032443115,0.4362435546875,-2.07991707362871,20.3580513000488,2.31970847423504,3.17846964325927,"Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","SP345"
"Pigot et al. 2020","ES735","CC402","Madagascar","Anjouan","Birds","Passeriformes","Nectariniidae","Cinnyris sovimanga","Cinnyris sovimanga","Cinnyris comorensis","Omnivore","Both","Wing Length",7.73390798650102,8.66446099141058,0.377263804252802,0.241237886967537,4,4,0.113615420128734,0.000788681394325782,44.443,-12.211,0.888399000786881,2.62736585659273,2.59439365544904,0.74896806640625,-1.74892919691896,21.909423828125,2.06951730803553,3.27933609022263,"Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","SP346"
"Pigot et al. 2020","ES737","CC402","Madagascar","Mayotte","Birds","Passeriformes","Nectariniidae","Cinnyris sovimanga","Cinnyris sovimanga","Cinnyris coquerellii","Omnivore","Both","Wing Length",7.73390798650102,6.5620195908917,0.377263804252802,0.731955845595267,4,4,-0.164315875802022,0.00370541640519073,45.152,-12.801,0.888399000786881,2.57403126772772,2.47712270236552,0.721075146484375,-1.78140009051222,25.0633850097656,2.10900254419108,3.14802547558644,"Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","SP346"
"Pigot et al. 2020","ES739","CC402","Madagascar","Praslin","Birds","Passeriformes","Nectariniidae","Cinnyris sovimanga","Cinnyris sovimanga","Cinnyris dussumieri","Omnivore","Male","Wing Length",8.21574867953281,11.9701626768613,0.331916246653125,0.277472295493145,2,2,0.376364226851507,0.00108474380005375,55.73,-4.323,0.914647145686412,3.04139268515822,1.57288321419716,0.64207802734375,-1.79413855077703,27.273063659668,1.82777973402645,3.36229407608265,"Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","SP346"
"Pigot et al. 2020","ES741","CC402","Madagascar","Grande Comore","Birds","Passeriformes","Nectariniidae","Cinnyris sovimanga","Cinnyris sovimanga","Cinnyris humbloti","Omnivore","Both","Wing Length",7.73390798650102,6.910301310959,0.377263804252802,0.488530325136616,4,4,-0.112601053954583,0.0018443633812437,43.3333,-11.5833,0.888399000786881,3.00556657113329,2.46239949546355,0.690142041015625,-1.80631138490876,23.3300247192383,2.11150196673257,3.36959639792285,"Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","SP346"
